id,user_id,deal_direction,deal_status,deal_time_mcs,symbol,price,requested_volume,profit,position_id,filled_volume,bid,ask
2070484,3,2,0,1715703372320,,0.0,0,107962.0,0,0,0.0,0.0
2070501,3,2,0,1715703605223,,0.0,0,107962.0,0,0,0.0,0.0
2070562,3,2,0,1715706313859,,0.0,0,107962.0,0,0,0.0,0.0
2070885,3,2,0,1715760965774,,0.0,0,10796.2,0,0,0.0,0.0
2071209,3,2,0,1715762160047,,0.0,0,-10.0,0,0,0.0,0.0
2071512,3,2,0,1715763661380,,0.0,0,9814480000.0,0,0,0.0,0.0
2071529,3,2,0,1715764302874,,0.0,0,5165520000.0,0,0,0.0,0.0
2071549,3,2,0,1715764599939,,0.0,0,-107962.0,0,0,0.0,0.0
2071584,3,2,0,1715765015111,,0.0,0,-6.48,0,0,0.0,0.0
2071597,3,2,0,1715777704412,,0.0,0,107962.0,0,0,0.0,0.0
2114595,3,2,0,1715863590000,,0.0,0,0.0,0,0,0.0,0.0
2115119,3,2,0,1715864170766,,0.0,0,0.0,0,0,0.0,0.0
2128511,3,2,0,1715949783408,,0.0,0,0.0,0,0,0.0,0.0
2149439,3,2,0,1716036181501,,0.0,0,0.0,0,0,0.0,0.0
2150243,3,2,0,1716472847389,,0.0,0,100000.0,0,0,0.0,0.0
2150528,3,2,0,1716475207371,,0.0,0,108470.0,0,0,0.0,0.0
2151443,3,2,0,1716560711173,,0.0,0,1300390.0,0,0,0.0,0.0
2151458,3,2,0,1716560713254,,0.0,0,108366.0,0,0,0.0,0.0
2151488,3,2,0,1716560717168,,0.0,0,1300390.0,0,0,0.0,0.0
2151525,3,2,0,1716561066262,,0.0,0,0.0,0,0,0.0,0.0
2151799,3,2,0,1716561721893,,0.0,0,500000.0,0,0,0.0,0.0
2152100,3,2,0,1716566284088,,0.0,0,1200000.0,0,0,0.0,0.0
2231892,3,2,0,1719234475522,,0.0,0,100000.0,0,0,0.0,0.0
2231901,3,2,0,1719234668898,,0.0,0,203701.0,0,0,0.0,0.0
2231909,3,2,0,1719234863264,,0.0,0,1100000.0,0,0,0.0,0.0
2232308,3,2,0,1719469122152,,0.0,0,1200000.0,0,0,0.0,0.0
2232323,3,2,0,1719496742450,,0.0,0,2200000.0,0,0,0.0,0.0
2294716,3,2,0,1724674061770,,0.0,0,100000.0,0,0,0.0,0.0
2294889,3,2,0,1724675267182,,0.0,0,100000.0,0,0,0.0,0.0
2295171,3,2,0,1724675868902,,0.0,0,752704.0,0,0,0.0,0.0
2295334,3,2,0,1724676063651,,0.0,0,124118.0,0,0,0.0,0.0
